Facility Permit #,Establishment Name,Facility Name,Facility Street No.,Facility Street Name,Facility Unit No,Facility City,Facility State,Facility Zip,Business Status,Facility Type,Permit Type,Web Site,Operational Status,Location 1
2994,Tomfooleries Restaurant & Bar,Tomfooleries Restaurant & Bar,612,W 47th St.,,Kansas City,MISSOURI,64112,Open,Restaurant/Deli 21-40 Employees,Restaurant/Deli,http://www.tomfooleries.com,,"612 47th St
Kansas City, MO 64112
(39.042417929000464, -94.59426990299966)"
65027,DIPPIN DOTS #2 ,DIPPIN DOTS #2 ,1 ROYAL WAY,,,KANSAS CITY,MISSOURI,64129,Closed,Mobile Unit/Pushcart,,,Operational,"1 ROYAL WAY
KANSAS CITY, MO 64129
(39.05149644800048, -94.48282213699969)"
100385,Mike Kelly's Westsider ,Mike Kelly's Westsider ,1515 Westport Rd,,,Kansas City,MISSOURI,64111,Open,Bar/Tavern 6-9 Employees,Bar/Tavern,,Operational,"1515 Westport Rd
Kansas City, MO 64111
(39.05010356300045, -94.60430303599969)"
25260,KNIGHTS BBQ,KNIGHTS BBQ,6225 WINNER RD,,,KANSAS CITY,MISSOURI,64125,Closed,Restaurant/Deli 0-5 Employees,,,Operational,"6225 WINNER RD
KANSAS CITY, MO 64125
(39.10426591100048, -94.50919490499967)"
3089,Westridge School,Westridge School,8500 E. ,77 th St,,Kansas City,MISSOURI,64138,Open,Fee Exempt,Fee Exempt,,Operational,"8500 77 th St
Kansas City, MO 64138
(38.984457663000455, -94.48900313499968)"
1721,Crown Room,Crown Room,2501,McGee,,Kansas City,MISSOURI,64108,Open,Restaurant/Deli 41-60 Employees,Restaurant/Deli,,Operational,"2501 McGee
Kansas City, MO 64108
(39.08053901900047, -94.58065951899965)"
13234,Kansas City Community Center,Kansas City Community Center,1514,Campbell,,Kansas City,MISSOURI,64108,Closed,Restaurant/Deli 0-5 Employees,,,Operational,"1514 Campbell
Kansas City, MO 64108
(39.09514073700046, -94.57280603299967)"
2426,JC's Sports Bar,JC's Sports Bar,6135,NE Vivion Rd.,,Kansas City,MISSOURI,64119,Open,Bar/Tavern 0-5 Employees,Bar/Tavern,,Operational,"6135 Vivion Rd
Kansas City, MO 64119
(39.194779190000475, -94.5076386349997)"
3069,BLENHEIM SCHOOL CAFETERIA,BLENHEIM SCHOOL CAFETERIA,2411 E. 70TH ST.,,,KANSAS CITY,MISSOURI,64132,Closed,School - Public 0-5 Employees,,,Operational,"2411 70TH ST
KANSAS CITY, MO 64132
(38.999883413000475, -94.55845217399968)"
1881,NORFLEET SCHOOL CAFETERIA,NORFLEET SCHOOL CAFETERIA,6140 NORFLEET,,,KANSAS CITY,MISSOURI,64133,Open,Fee Exempt,Fee Exempt,,Operational,"6140 NORFLEET
KANSAS CITY, MO 64133
(39.009973980000495, -94.43083250699965)"
31251,Gomer's Chicken,Gomer's Chicken,615 E ,99th St,,Kansas City,MISSOURI,64131,Closed,Restaurant/Deli 10-20 Employees,Restaurant/Deli,,Operational,"615 99th St
Kansas City, MO 64131
(38.948312099000475, -94.58361479199965)"
100284,Wendy's,Wendy's,5363 E Bannister Rd,,,Kansas City,MISSOURI,64137,Closed,Restaurant/Deli 10-20 Employees,Restaurant/Deli,,Operational,"5363 Bannister Rd
Kansas City, MO 64137
(38.95310980700049, -94.52674882999969)"
31752,VOLUME SERVICES AMERICA-PAVILLION,VOLUME SERVICES AMERICA-PAVILLION,1 ROYAL WAY,,,KANSAS CITY,MISSOURI,64129,Closed,Restaurant/Deli 0-5 Employees,,,Operational,"1 ROYAL WAY
KANSAS CITY, MO 64129
(39.05149644800048, -94.48282213699969)"
75174,Frosty Treats Inc. #9 ,Frosty Treats Inc. #9 ,620 E LINWOOD BLVD,,,KANSAS CITY ,MISSOURI,64109,Closed,Ice Cream Moblie Vendor,,,Operational,"620 LINWOOD BLVD
KANSAS CITY, MO 64109
(39.06892985900049, -94.57748481799968)"
2169,La Fonda El Taquito,La Fonda El Taquito,800,Southwest Blvd.,,Kansas City,MISSOURI,64108,Open,Restaurant/Deli 10-20 Employees,Restaurant/Deli,,Operational,"800 Southwest Blvd
Kansas City, MO 64108
(39.084715563000486, -94.59387430999965)"
507113,Frosty Treats #25 507113,Frosty Treats #25 507113,620,E Linwood Blvd,,Kansas City,MISSOURI,64109,Open,Ice Cream Moblie Vendor,Ice Cream Moblie Vendor,,Operational,"620 Linwood Blvd
Kansas City, MO 64109
(39.06892985900049, -94.57748481799968)"
509713,Frosty Treats #38 509713,Frosty Treats #38 509713,620,E Linwood Blvd,,Kansas City,MISSOURI,64109,Open,Ice Cream Moblie Vendor,Ice Cream Moblie Vendor,,Operational,"620 Linwood Blvd
Kansas City, MO 64109
(39.06892985900049, -94.57748481799968)"
510813,Frosty Treats #8 510813,Frosty Treats #8 510813,620,E Linwood Blve,,Kansas City,MISSOURI,64109,Open,Ice Cream Moblie Vendor,Ice Cream Moblie Vendor,,Operational,"620 Linwood
Blve Kansas City, MO 64109
(39.06670420600045, -94.56872872899964)"
75182,Frosty Treats Inc. #53,Frosty Treats Inc. #53,620 E LINWOOD BLVD,,,KANSAS CITY ,MISSOURI,64109,Closed,Ice Cream Moblie Vendor,,,Operational,"620 LINWOOD BLVD
KANSAS CITY, MO 64109
(39.06892985900049, -94.57748481799968)"
100318,Benjamin Banneker Charter Academy ,Benjamin Banneker Charter Academy ,8300 Holmes,,,Kansas City,MISSOURI,64131,Closed,School - Private 0-5 Employees,,,Operational,"8300 Holmes
Kansas City, MO 64131
(38.97671268200048, -94.58108560599965)"
510913,Frosty Treats #21 510913,Frosty Treats #21 510913,620,E Linwood Blvd,,Kansas City,MISSOURI,64109,Open,Ice Cream Moblie Vendor,Ice Cream Moblie Vendor,,Operational,"620 Linwood Blvd
Kansas City, MO 64109
(39.06892985900049, -94.57748481799968)"
510713,Frosty Treats #7 510713,Frosty Treats #7 510713,620,E Linwood Blvd,,Kansas City,MISSOURI,64109,Open,Ice Cream Moblie Vendor,Ice Cream Moblie Vendor,,Operational,"620 Linwood Blvd
Kansas City, MO 64109
(39.06892985900049, -94.57748481799968)"
510613,Frosty Treats #29 510613,Frosty Treats #29 510613,620,E Linwood Blvd,,Kansas City,MISSOURI,64109,Open,Ice Cream Moblie Vendor,Ice Cream Moblie Vendor,,Operational,"620 Linwood Blvd
Kansas City, MO 64109
(39.06892985900049, -94.57748481799968)"
506513,Frosty Treats #49 506513,Frosty Treats #49 506513,620,E Linwood Blvd,,Kansas City,MISSOURI,64109,Open,Ice Cream Moblie Vendor,Ice Cream Moblie Vendor,,Operational,"620 Linwood Blvd
Kansas City, MO 64109
(39.06892985900049, -94.57748481799968)"
11321,China Wok,China Wok,6048  NW Barry Rd.,,,Kansas City,MISSOURI,64154,Closed,Restaurant/Deli 0-5 Employees,,,Operational,"6048 Barry Rd
Kansas City, MO 64154
(39.247031414000446, -94.6501673199997)"
510513,Frosty Treats #27 510513,Frosty Treats #27 510513,620,E Linwood Blvs,,Kansas City,MISSOURI,64109,Open,Ice Cream Moblie Vendor,Ice Cream Moblie Vendor,,Operational,"620 Linwood
Blvs Kansas City, MO 64109
(39.06670420600045, -94.56872872899964)"
30080,MI COCINA,MI COCINA,620 W. 48TH ST.,,,KANSAS CITY,MISSOURI,64112,Closed,Restaurant/Deli 0-5 Employees,,,Operational,"620 48TH ST
KANSAS CITY, MO 64112
(39.04063643900048, -94.59474988299968)"
16640,TOWFIQ HALAL,TOWFIQ HALAL,2200 LEXINGTON,,,KANSAS CITY,MISSOURI,64124,Closed,Retail Grocery/Market Under 3000 sq. ft.,,,Operational,"2200 LEXINGTON
KANSAS CITY, MO 64124
(39.11107815100047, -94.5553087509997)"
75186,Frosty Treats Inc. #7 ,Frosty Treats Inc. #7 ,620 E LINWOOD BLVD,,,KANSAS CITY ,MISSOURI,64109,Closed,Ice Cream Moblie Vendor,,,Operational,"620 LINWOOD BLVD
KANSAS CITY, MO 64109
(39.06892985900049, -94.57748481799968)"
510313,Frosty Treats #12 510313,Frosty Treats #12 510313,620,E Linwood Blvd,,Kansas City,MISSOURI,64109,Open,Ice Cream Moblie Vendor,Ice Cream Moblie Vendor,,Operational,"620 Linwood Blvd
Kansas City, MO 64109
(39.06892985900049, -94.57748481799968)"
4343,Chiquito Pueblito,Chiquito Pueblito,6200 ST JOHN,,,KANSAS CITY,MISSOURI,64123,Open,Restaurant/Deli 0-5 Employees,Restaurant/Deli,,Operational,"6200 ST
JOHN KANSAS CITY, MO 64123
(39.11344343000047, -94.52553937499965)"
100109,Golden Wok Express,Golden Wok Express,4357 N.E. Chouteau Tfwy,,,Kansas City ,MISSOURI,64117,Closed,Restaurant/Deli 0-5 Employees,,,Operational,"4357 Chouteau
Tfwy Kansas City, MO 64117
(39.16966345600048, -94.52730779199965)"
11298,TACO BELL #4136,TACO BELL #4136,6350 NW BARRY RD,,,KANSAS CITY,MISSOURI,64154,Open,Restaurant/Deli 41-60 Employees,Restaurant/Deli,,Operational,"6350 BARRY RD
KANSAS CITY, MO 64154
(39.247037709000494, -94.65402218099968)"
4110,J. A. ROGERS ACADEMY MIDDLE SCHOOL,J. A. ROGERS ACADEMY MIDDLE SCHOOL,6400 E. 23RD. ST.,,,KANSAS CITY,MISSOURI,64129,Closed,School - Public 0-5 Employees,,,Operational,"6400 23RD ST
KANSAS CITY, MO 64129
(39.0830329260005, -94.50988688899969)"
29650,JIN'S SUSHI & ASIAN GROCERIES,JIN'S SUSHI & ASIAN GROCERIES,14127 E. 40 HWY.,,,KANSAS CITY,MISSOURI,64136,Closed,Restaurant/Deli 0-5 Employees,,,Operational,"14127 40 HWY
KANSAS CITY, MO 64136
(39.02665194500048, -94.39905626399968)"
30231,Maplewood Elementary School,Maplewood Elementary School,6400,NE 52nd St.,,Kansas City,MISSOURI,64119,Open,Fee Exempt,Fee Exempt,,Operational,"6400 52nd St
Kansas City, MO 64119
(39.187848026000495, -94.50503056499969)"
14071,Taco Bell #2648,Taco Bell #2648,6401 E FRONT ST,,,KANSAS CITY,MISSOURI,64120,Open,Restaurant/Deli 10-20 Employees,Restaurant/Deli,,Operational,"6401 FRONT ST
KANSAS CITY, MO 64120
(39.13021347200049, -94.50675151199965)"
3116,RANCH CAFE,RANCH CAFE,6401 E. 87TH ST.,,,KANSAS CITY,MISSOURI,64138,Closed,Restaurant/Deli 0-5 Employees,,,Operational,"6401 87TH ST
KANSAS CITY, MO 64138
(38.96717357400047, -94.51453189799969)"
11299,54th. Street Grill,54th. Street Grill,6332 NW Barry Rd.,,,Kansas City,MISSOURI,64154,Closed,Restaurant/Deli 0-5 Employees,,http://www.54thstreetgrill.com,Operational,"6332 Barry Rd
Kansas City, MO 64154
(39.2470506410005, -94.65294522399967)"
30110,Northgate Middle School Cafeteria,Northgate Middle School Cafeteria,2117 NE. 48th. St.,,,Kansas City,MISSOURI,64118,Open,Fee Exempt,Fee Exempt,,Operational,"2117 48th St
Kansas City, MO 64118
(39.18094100000047, -94.55498794499965)"
2766,PHILLIPS CHOP HOUSE,PHILLIPS CHOP HOUSE,106 W 12TH ST,,Attn:  Accounting Department,KANSAS City,MISSOURI,64105,Closed,Restaurant/Deli 0-5 Employees,,,Operational,"106 12TH ST
Attn: Accounting DepartmentKANSAS City, MO 64105
(39.10362371800045, -94.58633903699968)"
100492,Sheffield Family Life Center,Feed the People,5915,Winner Rd.,,Kansas City,MISSOURI,64127,Open,Fee Exempt,Fee Exempt,,Operational,"5915 Winner Rd
Kansas City, MO 64127
(39.10160524300045, -94.51381651499969)"
31694,Centerplate STAND #137,Centerplate STAND #137,ONE ARROWHEAD DR.,,,KANSAS CITY,MISSOURI,64129,Closed,Restaurant/Deli 0-5 Employees,,,Operational,"ONE ARROWHEAD DR
KANSAS CITY, MO 64129
(39.03902217600046, -94.49601940699966)"
15270,TRINITY BIBLE CHURCH,TRINITY BIBLE CHURCH,10816 HILLCREST RD,,,KANSAS CITY,MISSOURI,64134,Closed,School - Private 0-5 Employees,,,Operational,"10816 HILLCREST RD
KANSAS CITY, MO 64134
(38.927981462000446, -94.52299568899969)"
13732,Brocks Restaurant & Lounge,Brocks Restaurant & Lounge,6541,N Cosby Ave,,Kansas City,MISSOURI,64151,Closed,Restaurant/Deli 0-5 Employees,,,Operational,"6541 Cosby Ave
Kansas City, MO 64151
(39.213359708000496, -94.64623366399968)"
16650,COSTCO WHOLESALE #375 (Bakery),COSTCO WHOLESALE #375 (Bakery),241 E. LINWOOD BLVD. ,,,KANSAS CITY,MISSOURI,64111,Open,Retail Bakery 3001-30000 sq. ft.,Retail Bakery,,Operational,"241 LINWOOD BLVD
KANSAS CITY, MO 64111
(39.06828306500046, -94.58137168299965)"
1299,Newhouse,Newhouse,660,Brooklyn Ave,,Kansas City,MISSOURI,64124,Open,Restaurant/Deli 0-5 Employees,Restaurant/Deli,,Operational,"660 Brooklyn Ave
Kansas City, MO 64124
(39.10492277500049, -94.55579554299965)"
1469,D'bronx Crown Center,D'bronx Crown Center,2450,Grand,124,Kansas City,MISSOURI,64108,Closed,Restaurant/Deli 0-5 Employees,,,Operational,"2450 Grand
City, MO 64108
(39.08256467600046, -94.58183597099969)"
101004,Hereford House Zona Rosa,Hereford House Zona Rosa,8661 N. Stoddard Ave.,,,Kansas City,MISSOURI,64153,Open,Restaurant/Deli 41-60 Employees,Restaurant/Deli,,Operational,"8661 Stoddard Ave
Kansas City, MO 64153
(39.25122180200049, -94.66465140899965)"
1919,RED BRIDGE SCHOOL CAFETERIA,RED BRIDGE SCHOOL CAFETERIA,10781 OAK,,,KANSAS CITY,MISSOURI,64114,Closed,School - Public 0-5 Employees,,,Operational,"10781 OAK
KANSAS CITY, MO 64114
(38.931778679000445, -94.58760522999967)"
11257,Big K-Mart,Big K-Mart,600 NE Barry Rd.,,,Kansas City,MISSOURI,64155,Open,Retail Grocery/Market Under 3000 sq. ft.,,,Operational,"600 Barry Rd
Kansas City, MO 64155
(39.246418263000464, -94.57323123599969)"
30740,Plaza Middle School,Plaza Middle School,6501,NW 72nd St,,Kansas City,MISSOURI,64151,Open,Fee Exempt,Fee Exempt,,Operational,"6501 72nd St
Kansas City, MO 64151
(39.22511310400046, -94.6544308019997)"
4022,English Landing Elementary School,English Landing Elementary School,6500,NW Klamm Rd,,Kansas City,MISSOURI,64151,Open,Fee Exempt,Fee Exempt,,Operational,"6500 Klamm Rd
Kansas City, MO 64151
(39.21624191500047, -94.6344165219997)"
31161,Quik Trip # 234 Market,Quik Trip # 234 Market,6507,E 87 th St,,Kansas City,MISSOURI,64138,Open,Retail Grocery/Market 3001-30000 sq. ft.,Retail Grocery/Market,,Operational,"6507 87 th St
Kansas City, MO 64138
(38.96707289900047, -94.51232178999965)"
100569,Municipal Auditorium - Aramark - Music Hall Theatre Bar,Municipal Auditorium - Aramark - Theatre Bar,301 W. 13th. St.,,,Kansas City,MISSOURI,64105,Open,Bar/Tavern 0-5 Employees,Bar/Tavern,,Operational,"301 13th St
Kansas City, MO 64105
(39.0987243780005, -94.58717195899965)"
2330,Epicurean,Epicurean,7502,Troost,,Kansas City,MISSOURI,64131,Open,Restaurant/Deli 0-5 Employees,Restaurant/Deli,,Operational,"7502 Troost
Kansas City, MO 64131
(38.99139367000049, -94.57569248999965)"
31162,Quik Trip # 234 Deli,Quik Trip # 234 Deli,6507,E 87 th St,,Kansas City,MISSOURI,64138,Open,Restaurant/Deli 10-20 Employees,Restaurant/Deli,,Operational,"6507 87 th St
Kansas City, MO 64138
(38.96707289900047, -94.51232178999965)"
14074,Subway,Subway,6507 E FRONT ST,,,KANSAS CITY,MISSOURI,64120,Open,Restaurant/Deli 6-9 Employees,Restaurant/Deli,,Operational,"6507 FRONT ST
KANSAS CITY, MO 64120
(39.13017320200049, -94.50535153999965)"
4887,Hy Vee Kitchen,Hy Vee Kitchen,8301,N. St. Clair,,Kansas City,MISSOURI,64151,Open,Restaurant/Deli 10-20 Employees,Restaurant/Deli,,Operational,"8301 N St
Clair Kansas City, MO 64151
(39.21624191500047, -94.6344165219997)"
13340,Tremont Hen House - Deli,Tremont Hen House - Deli,6238,N Chatham,,Kansas City,MISSOURI,64151,Open,Restaurant/Deli 10-20 Employees,Restaurant/Deli,,Operational,"6238 Chatham
Kansas City, MO 64151
(39.21624191500047, -94.6344165219997)"
13341,Tremont Hen House - Bakery,Tremont Hen House - Bakery,6238,N Chatham,,Kansas City,MISSOURI,64151,Open,Restaurant/Deli 6-9 Employees,Restaurant/Deli,,Operational,"6238 Chatham
Kansas City, MO 64151
(39.21624191500047, -94.6344165219997)"
13343,Tremont Hen House,Tremont Hen House,6238,N Chatham,,Kansas City,MISSOURI,64151,Open,Retail Grocery/Market 60001-80000 sq. ft.,Retail Grocery/Market,,Operational,"6238 Chatham
Kansas City, MO 64151
(39.21624191500047, -94.6344165219997)"
1414,Connie's Genessee Inn,Connie's Genessee Inn,1615 Genessee,,,Kansas City,MISSOURI,64102,Closed,Bar/Tavern 0-5 Employees,,,Operational,"1615 Genessee
Kansas City, MO 64102
(39.09413635700048, -94.60492603599965)"
1389,Gates Bar B Q,Gates Bar B Q,1325,Emmanuel Cleaver II Blvd,,Kansas City,MISSOURI,64110,Open,Restaurant/Deli 21-40 Employees,Restaurant/Deli,,Operational,"1325 Emmanuel Cleaver II Blvd
Kansas City, MO 64110
(39.04162319000045, -94.56943875699966)"
25221,Price Chopper,Price Chopper,5800 WILSON RD,,,KANSAS CITY,MISSOURI,64123,Open,Retail Grocery/Market 40001-60000 sq. ft.,Retail Grocery/Market,,Operational,"5800 WILSON RD
KANSAS CITY, MO 64123
(39.10542614900049, -94.51429383199968)"
11307,WINSTEAD'S,WINSTEAD'S,6260 NW BARRY RD,,,KANSAS CITY,MISSOURI,64154,Open,Restaurant/Deli 21-40 Employees,Restaurant/Deli,,Operational,"6260 BARRY RD
KANSAS CITY, MO 64154
(39.24704836900048, -94.65251087399969)"
5340,DOMINIC'S PIZZA,DOMINIC'S PIZZA,6300 N. OAK TRFWY,,,KANSAS CITY,MISSOURI,64118,Closed,Mobile Unit/Pushcart,,,Operational,"6300 OAK
TRFWY KANSAS CITY, MO 64118
(39.214273628000456, -94.57336919499966)"
26780,GRAND SLAM DELI,GRAND SLAM DELI,215 E. 6TH ST.,,,KANSAS CITY,MISSOURI,64106,Closed,Restaurant/Deli 0-5 Employees,,,Operational,"215 6TH ST
KANSAS CITY, MO 64106
(39.10618770600047, -94.58006478499965)"
4195,STATELINE AMOCO,STATELINE AMOCO,10641 STATELINE,,,KANSAS CITY,MISSOURI,64114,Closed,Retail Grocery/Market Under 3000 sq. ft.,Retail Grocery/Market,,Operational,"10641 STATELINE
KANSAS CITY, MO 64114
(38.93454409700047, -94.60791999199967)"
95223,Pisciotta Farms 095223,Pisciotta Farms 095223,4755 NW State Rt. W,,,Kidder,MISSOURI,,Closed,Truck/Tent Sales,,,Operational,"4755 State
Rt W Kidder, MO 64649-9164
(39.756984187000455, -94.09869704199969)"
100647,Lamars Donuts,Lamars Donuts,9926 Holmes,,,Kansas City,MISSOURI,64131,Open,Restaurant/Deli 6-9 Employees,Restaurant/Deli,,Operational,"9926 Holmes
Kansas City, MO 64131
(38.94769016200047, -94.58242180999969)"
4225,Benjamin Ranch Party Barn,Benjamin Ranch Party Barn,6401 E. ,87th Street,,Kansas City,MISSOURI,64138,Open,Bar/Tavern 0-5 Employees,,,Operational,"6401 87th Street
Kansas City, MO 64138
(38.96717357400047, -94.51453189799969)"
4424,TOTAL PETROLEUM (CONOCO C),TOTAL PETROLEUM (CONOCO C),6408 E. 87TH ST.,,,KANSAS CITY,MISSOURI,64138,Closed,Restaurant/Deli 0-5 Employees,,,Operational,"6408 87TH ST
KANSAS CITY, MO 64138
(38.9672625930005, -94.51533946199964)"
100322,Blue Valley Market (Deli),Blue Valley Market (Deli),4300,Cleveland,,Kansas City,MISSOURI,64130,Open,Restaurant/Deli 6-9 Employees,Restaurant/Deli,,Operational,"4300 Cleveland
Kansas City, MO 64130
(39.04736283900047, -94.54018620899967)"
31160,TOTAL #2122  (CONOCO C),TOTAL #2122  (CONOCO C),6408 E. 87TH ST.,,,KANSAS CITY,MISSOURI,64138,Closed,Retail Grocery/Market Under 3000 sq. ft.,,,Operational,"6408 87TH ST
KANSAS CITY, MO 64138
(38.9672625930005, -94.51533946199964)"
16151,OSCO DRUG STORE,OSCO DRUG STORE,5901 INDEPENDENCE  AVE.,,,KANSAS CITY,MISSOURI,64125,Closed,Retail Grocery/Market Under 3000 sq. ft.,,,Operational,"5901 INDEPENDENCE AVE
KANSAS CITY, MO 64125
(39.10494291000049, -94.51255156499968)"
31696,Centerplate STAND #139,Centerplate STAND #139,ONE ARROWHEAD DR.,,,KANSAS CITY,MISSOURI,64129,Closed,Restaurant/Deli 0-5 Employees,,,Operational,"ONE ARROWHEAD DR
KANSAS CITY, MO 64129
(39.03902217600046, -94.49601940699966)"
16350,KNOTTS ELEMENTARY SCHOOL CAFETERIA,KNOTTS ELEMENTARY SCHOOL CAFETERIA,7301 JACKSON,,,KANSAS CITY,MISSOURI,64132,Closed,School - Public 0-5 Employees,,,Operational,"7301 JACKSON
KANSAS CITY, MO 64132
(38.99344106200044, -94.53840709999969)"
4259,K.C. City Zoo Bluey's Store,K.C. City Zoo Bluey's Store,6800,Zoo Drive,,KANSAS CITY,MISSOURI,64132,Open,Fee Exempt,Fee Exempt,,Operational,"6800 Zoo Drive
KANSAS CITY, MO 64132
(39.00771268200049, -94.53147161899966)"
27661,KC Marriott Downtown - Lobby Bar,KC Marriott Downtown - Lobby Bar,200,W 12th St,,Kansas City,MISSOURI,64105,Open,Bar/Tavern 0-5 Employees,Bar/Tavern,,Operational,"200 12th St
Kansas City, MO 64105
(39.10005840500048, -94.58660914199965)"
21673,La Bodega,La Bodega,703,Southwest Blvd.,,Kansas City,MISSOURI,64108,Open,Restaurant/Deli 21-40 Employees,Restaurant/Deli,,Operational,"703 Southwest Blvd
Kansas City, MO 64108
(39.08518577400048, -94.5929954779997)"
14152,VOLUME SERVICES AMERICA Stand #335 ,VOLUME SERVICES AMERICA Stand #335 ,1800 GENESSEE,,,KANSAS CITY,MISSOURI,64102,Closed,Restaurant/Deli 0-5 Employees,,,Operational,"1800 GENESSEE
KANSAS CITY, MO 64102
(39.09305612200046, -94.6048141819997)"
100164,Kentucky Fried Chicken/A & W Restaurant,Kentucky Fried Chicken/A & W Restaurant,5018 NE Parvin Rd,,,Kansas City,MISSOURI,64117,Closed,Restaurant/Deli 0-5 Employees,,,Operational,"5018 Parvin Rd
Kansas City, MO 64117
(39.167051263000474, -94.5212075609997)"
19890,Homewood Suites Hotel - KCI,Homewood Suites Hotel - KCI,7312 NW. Polo Dr.,,,Kansas City,MISSOURI,64153,Open,Restaurant/Deli 0-5 Employees,Restaurant/Deli,,Operational,"7312 Polo Dr
Kansas City, MO 64153
(39.27350439500049, -94.66159171599969)"
4367,Beano Express,Beano Express,400 NW Barry Rd.,,Metro North Mall #14B,Kansas City,MISSOURI,64155,Closed,Restaurant/Deli 0-5 Employees,,,Operational,"400 Barry Rd Metro North Mall
City, MO 64155
(39.24646527200048, -94.5852059019997)"
2523,BLUE RIDGE MEMORIAL V.F.W. POST #9997,BLUE RIDGE MEMORIAL V.F.W. POST #9997,6801 WILSON,,,Kansas City,MISSOURI,64125,Open,Bar/Tavern 0-5 Employees,Bar/Tavern,,Operational,"6801 WILSON
Kansas City, MO 64125
(39.108303080000496, -94.50232181999968)"
4757,K.C. City Zoo Beastro Kitchen,K.C. City Zoo Beastro Kitchen,6800,Zoo Drive,,KANSAS CITY,MISSOURI,64132,Open,Fee Exempt,Fee Exempt,,Operational,"6800 Zoo Drive
KANSAS CITY, MO 64132
(39.00771268200049, -94.53147161899966)"
27662,KC Marriott Downtown - Banquet B,KC Marriott Downtown - Banquet B,200,W 12th St,,Kansas City,MISSOURI,64105,Open,Restaurant/Deli 10-20 Employees,Restaurant/Deli,,Operational,"200 12th St
Kansas City, MO 64105
(39.10005840500048, -94.58660914199965)"
14080,FRONT STREET PHILLIPS 66 (Market),FRONT STREET PHILLIPS 66 (Market),6897 E FRONT ST,,,KANSAS CITY,MISSOURI,64120,Closed,Retail Grocery/Market Under 3000 sq. ft.,,,Operational,"6897 FRONT ST
KANSAS CITY, MO 64120
(39.13004291700048, -94.5014512789997)"
14081,Quik Trip #224R,Quik Trip #224R,6820 E. FRONT ST.,,,KANSAS CITY,MISSOURI,64120,Open,Retail Grocery/Market 3001-30000 sq. ft.,Retail Grocery/Market,,Operational,"6820 FRONT ST
KANSAS CITY, MO 64120
(39.13031770000049, -94.50282993199966)"
11296,WENDY'S,WENDY'S,6420 NW BARRY RD,,,KANSAS CITY,MISSOURI,64154,Closed,Restaurant/Deli 21-40 Employees,Restaurant/Deli,,Operational,"6420 BARRY RD
KANSAS CITY, MO 64154
(39.247017574000495, -94.65448173099969)"
