Facility Permit #,Establishment Name,Facility Name,Facility Street No.,Facility Street Name,Facility Unit No,Facility City,Facility State,Facility Zip,Business Status,Facility Type,Permit Type,Web Site,Operational Status,Location 1
106120,Browne's Irish Market,Browne's Irish Market,3300,Pennsylvania,,Kansas City,MISSOURI,64111,Open,Retail Grocery/Market Under 3000 sq. ft.,Retail Grocery/Market,,Operational,"3300 Pennsylvania
Kansas City, MO 64111
(39.067553776000466, -94.59250110999966)"
106404,Curbside Munchies,Curbside Munchies,4104,Prospect Avenue,,Kansas City,MISSOURI,64130,Open,Retail Grocery/Market Under 3000 sq. ft.,Retail Grocery/Market,,Operational,"4104 Prospect Avenue
Kansas City, MO 64130
(39.051603025000475, -94.55379625899968)"
105247,Go Mart,Go Mart,5405,E. Truman,,Kansas City,MISSOURI,64127,Open,Retail Grocery/Market Under 3000 sq. ft.,Retail Grocery/Market,,Operational,"5405 Truman
Kansas City, MO 64127
(39.08962411000044, -94.53924786699969)"
106406,Midtown Convenience Store,Midtown Convenience Store,4300,Indiana Avenue,,Kansas City,MISSOURI,64130,Open,Retail Grocery/Market Under 3000 sq. ft.,Retail Grocery/Market,,Operational,"4300 Indiana Avenue
Kansas City, MO 64130
(39.047772645000464, -94.54478645599966)"
105996,Gas Mart USA (retail),Gas Mart USA (retail),6897,E Front,,Kansas City,MISSOURI,66211,Open,Retail Grocery/Market Under 3000 sq. ft.,Retail Grocery/Market,,Operational,"6897 Front
Kansas City, MO 66211
(38.92523082700046, -94.64100789599968)"
106455,Gas-Mart USA #106,Gas-Mart USA #106,7447,State Line Rd.,,Kansas City,MISSOURI,64114,Open,Retail Grocery/Market Under 3000 sq. ft.,Retail Grocery/Market,,Operational,"7447 State Line Rd
Kansas City, MO 64114
(38.993937237000466, -94.60790432299967)"
106458,Gas-Mart USA #103,Gas-Mart USA #103,10245,State Line Rd.,,Kansas City,MISSOURI,64114,Open,Retail Grocery/Market Under 3000 sq. ft.,Retail Grocery/Market,,Operational,"10245 State Line Rd
Kansas City, MO 64114
(38.94235308800046, -94.60823645999966)"
105155,"Gas Mart USA, INC #115","Gas Mart USA, INC #115",9917,E Bannister,,Kansas City,MISSOURI,64134,Open,Retail Grocery/Market Under 3000 sq. ft.,Retail Grocery/Market,,Operational,"9917 Bannister
Kansas City, MO 64134
(38.931213900000444, -94.5017765399997)"
106317,Gas Mart,Gas Mart,4400,NE Antioch,,Kansas City,MISSOURI,64117,Open,Retail Grocery/Market Under 3000 sq. ft.,Retail Grocery/Market,,Operational,"4400 Antioch
Kansas City, MO 64117
(39.16966345600048, -94.52730779199965)"
106316,Door to Door Organics,Door to Door Organics,4000,NE 33rd Terrace,3,Kansas City,MISSOURI,64117,Open,Retail Grocery/Market 3001-30000 sq. ft.,Retail Grocery/Market,,Operational,"4000 33rd Terrace
City, MO 64117
(39.15418829000049, -94.53259059099969)"
105990,"Gas Mart USA, INC #125","Gas Mart USA, INC #125",7000,E Bannister ,,Kansas City,MISSOURI,64134,Open,Retail Grocery/Market Under 3000 sq. ft.,Retail Grocery/Market,,Operational,"7000 Bannister
Kansas City, MO 64134
(38.931213900000444, -94.5017765399997)"
106255,Gas Mart USA #104 (market),Gas Mart USA #104 (market),9901,NE Barry Rd.,,Kansas City,MISSOURI,64157,Open,Retail Grocery/Market 3001-30000 sq. ft.,Retail Grocery/Market,,Operational,"9901 Barry Rd
Kansas City, MO 64157
(39.244583613000486, -94.46125123399969)"
105454,Swagat Spice Bazaar,Swagat Spice Bazaar,7407,NW 87th St,,Kansas City,MISSOURI,64153,Open,Retail Grocery/Market Under 3000 sq. ft.,Retail Grocery/Market,,Operational,"7407 87th St
Kansas City, MO 64153
(39.25153606600048, -94.66602178799968)"
105249,Evergreen Whole Sale Market,Evergreen Whole Sale Market,1414,Benton,,Kansas City,MISSOURI,64127,Open,Retail Grocery/Market 3001-30000 sq. ft.,Retail Grocery/Market,,Operational,"1414 Benton
Kansas City, MO 64127
(39.09677285200047, -94.54460642599969)"
106322,Brothers Grocery Store,Brothers Grocery Store,400,Brooklyn Ave,,Kansas City,MISSOURI,64124,Open,Retail Grocery/Market Under 3000 sq. ft.,Retail Grocery/Market,,Operational,"400 Brooklyn Ave
Kansas City, MO 64124
(39.10942318500048, -94.55555453899967)"
106208,Dollar General Store #14097,Dollar General Store #14097,5757,Troost Ave,,Kansas City,MISSOURI,64110,Open,Retail Grocery/Market 3001-30000 sq. ft.,Retail Grocery/Market,,Operational,"5757 Troost Ave
Kansas City, MO 64110
(39.02254195900048, -94.57402908299969)"
106410,Phillips 66,Phillips 66,5425,Prospect Avenue,,Kansas City,MISSOURI,64131,Open,Retail Grocery/Market Under 3000 sq. ft.,Retail Grocery/Market,,Operational,"5425 Prospect Avenue
Kansas City, MO 64131
(39.027567802000476, -94.55508489699969)"
106084,Gas Mart USA #136,Gas Mart USA #136,4430,NE Chouteau,,Kansas City ,MISSOURI,64117,Open,Retail Grocery/Market Under 3000 sq. ft.,Retail Grocery/Market,,Operational,"4430 Chouteau
Kansas City, MO 64117
(39.16966345600048, -94.52730779199965)"
105455,"Gas Mart USA, Inc #127","Gas Mart USA, Inc #127",6901,NW Barry Rd,,Kansas City,MISSOURI,64153,Open,Retail Grocery/Market Under 3000 sq. ft.,Retail Grocery/Market,,Operational,"6901 Barry Rd
Kansas City, MO 64153
(39.246762926000486, -94.65978078099965)"
105635,Everyday Conoco (Retail),Everyday Conoco (Retail),840,N. Montgall Ave,,Kansas City ,MISSOURI,64120,Open,Retail Grocery/Market Under 3000 sq. ft.,Retail Grocery/Market,,Operational,"840 Montgall Ave
Kansas City, MO 64120
(39.12408178400045, -94.54902545799968)"
106705,Fast Stop,Fast Stop,705,E. 75th St.,,Kansas City,MISSOURI,64131,Open,Retail Grocery/Market 3001-30000 sq. ft.,Retail Grocery/Market,,Operational,"705 75th St
Kansas City, MO 64131
(38.991673086000446, -94.57973127499969)"
106503,Prospect BP,Prospect BP,3500,Prospect,,Kansas City,MISSOURI,64128,Open,Retail Grocery/Market Under 3000 sq. ft.,Retail Grocery/Market,,Operational,"3500 Prospect
Kansas City, MO 64128
(39.0624119470005, -94.55324550899968)"
105278,K2 Mini Mart,K2 Mini Mart,3751,Prospect Ave.,,Kansas City,MISSOURI,64128,Open,Retail Grocery/Market Under 3000 sq. ft.,Retail Grocery/Market,,Operational,"3751 Prospect Ave
Kansas City, MO 64128
(39.05738886600045, -94.55344567399965)"
106706,Express Mart,Express Mart,1331,E. Bannister Rd.,,Kansas City,MISSOURI,64131,Open,Retail Grocery/Market 3001-30000 sq. ft.,Retail Grocery/Market,,Operational,"1331 Bannister Rd
Kansas City, MO 64131
(38.955103257000474, -94.57329164099968)"
105633,Caseys General Store #3241,Caseys General Store #3241,7907,N Oak,,Kansas City,MISSOURI,64118,Open,Retail Grocery/Market 3001-30000 sq. ft.,Retail Grocery/Market,,Operational,"7907 Oak
Kansas City, MO 64118
(39.214273628000456, -94.57336919499966)"
106088,Linwood Super Foods,Linwood Super Foods,130,E. Linwood Blvd ,,Kansas City ,MISSOURI,64111,Open,Retail Grocery/Market Under 3000 sq. ft.,Retail Grocery/Market,,Operational,"130 Linwood Blvd
Kansas City, MO 64111
(39.0684180880005, -94.58361969199967)"
106701,Holmes Cafe & Market (retail),Holmes Cafe & Market (retail),804,E. 85th St.,,Kansas City,MISSOURI,64131,Open,Retail Grocery/Market Under 3000 sq. ft.,Retail Grocery/Market,,Operational,"804 85th St
Kansas City, MO 64131
(38.97384772200047, -94.57992907199969)"
105277,Brothas Convenience Store,Brothas Convenience Store,2900,E. 39th St.,,Kansas City,MISSOURI,64128,Open,Retail Grocery/Market Under 3000 sq. ft.,Retail Grocery/Market,,Operational,"2900 39th St
Kansas City, MO 64128
(39.05531851800049, -94.54973965699969)"
106413,Corner Star Conveinence Store-retail,Corner Star Conveinence Store-retail,7150,Prospect Avenue,,Kansas City,MISSOURI,64132,Open,Retail Grocery/Market Under 3000 sq. ft.,Retail Grocery/Market,,Operational,"7150 Prospect Avenue
Kansas City, MO 64132
(38.996941060000495, -94.55701579999965)"
106296,Shell Express,Shell Express,15740,E 40 Highway,,Kansas City,MISSOURI,64136,Open,Retail Grocery/Market Under 3000 sq. ft.,Retail Grocery/Market,,Operational,"15740 40 Highway
Kansas City, MO 64136
(39.02665194500048, -94.39905626399968)"
106464,Sinclair Oil,Sinclair Oil,1617,W 75th St.,,Kansas City,MISSOURI,64114,Open,Retail Grocery/Market Under 3000 sq. ft.,Retail Grocery/Market,,Operational,"1617 75th St
Kansas City, MO 64114
(38.99290070900048, -94.60705867999968)"
106132,Worlds of Fun Warehouse,Worlds of Fun Warehouse,4545,Worlds of Fun Avenue,,Kansas City,MISSOURI,64161,Open,Retail Grocery/Market 3001-30000 sq. ft.,Retail Grocery/Market,,Operational,"4545 Worlds of Fun Avenue
Kansas City, MO 64161
(39.175600047000444, -94.49238462399967)"
106775,Dollar Tree # 2054,Dollar Tree # 2054,450,NE Barry Rd ,,Kansas City ,MISSOURI,64155,Open,Retail Grocery/Market 3001-30000 sq. ft.,Retail Grocery/Market,,Operational,"450 Barry Rd
Kansas City, MO 64155
(39.24649761800049, -94.58539630599967)"
106338,Taste of Brazil Market (market),Taste of Brazil Market (market),25,E 3rd St,,Kansas City,MISSOURI,64106,Open,Retail Grocery/Market Under 3000 sq. ft.,Retail Grocery/Market,,Operational,"25 3rd St
Kansas City, MO 64106
(39.10990777100045, -94.58297627599967)"
